event_id,time,src,dst,country,event_type,label
8245,110.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17213735,1
8244,110.0,Citizen (Egypt),Unspecified Actor,Egypt,17213729,1
8243,110.0,Citizen (Indonesia),Unspecified Actor,Indonesia,17213695,1
8485,111.0,Citizen (United States),Unspecified Actor,United States,17221831,1
8486,111.0,Citizen (Kuwait),Unspecified Actor,Kuwait,17221833,1
8423,111.0,Protester (Iraq),Governor (Iraq),Iraq,17221347,1
8424,111.0,Citizen (Iraq),Unspecified Actor,Iraq,17221377,1
8425,111.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17221410,1
8426,111.0,Protester (Tunisia),Mohamed Ghannouchi,Tunisia,17221424,1
8427,111.0,Protester (Egypt),Unspecified Actor,Egypt,17221426,1
8428,111.0,Main Opposition (India),Unspecified Actor,India,17221427,1
8461,111.0,"Citizen (Palestinian Territory, Occupied)",United States,Occupied Palestinian Territory,17221695,1
8462,111.0,Protester (Tunisia),Mohamed Ghannouchi,Tunisia,17221699,1
8463,111.0,Citizen (Tunisia),Unspecified Actor,Tunisia,17221700,1
8464,111.0,Student (Yemen),Unspecified Actor,Yemen,17221701,1
8465,111.0,Student (Yemen),Unspecified Actor,Yemen,17221702,1
8466,111.0,Citizen (United Kingdom),Libya,United Kingdom,17221708,1
8467,111.0,Citizen (Libya),Unspecified Actor,Libya,17221709,1
8468,111.0,Student (Yemen),Education (Yemen),Yemen,17221734,1
8501,111.0,Citizen (Morocco),Unspecified Actor,Morocco,17221897,1
8502,111.0,Protester (Egypt),Hosni Mubarak,Egypt,17221909,1
8439,111.0,Student (Iraq),Unspecified Actor,Iraq,17221528,1
8440,111.0,Citizen (Iraq),Unspecified Actor,Iraq,17221529,1
8441,111.0,Protester (Bahrain),Police (Bahrain),Bahrain,17221547,1
8442,111.0,Citizen (Libya),Unspecified Actor,Libya,17221549,1
8443,111.0,Citizen (Morocco),Unspecified Actor,Morocco,17221553,1
8444,111.0,Citizen (Iraq),Military Personnel - Special (Iraq),Iraq,17221555,1
8477,111.0,Student (Yemen),Ali Abdullah Saleh,Yemen,17221761,1
8478,111.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17221762,1
8479,111.0,Citizen (Canada),Unspecified Actor,Canada,17221777,1
8480,111.0,Protester (Libya),Muammar al-Qaddafi,Libya,17221797,1
8481,111.0,Protester (Yemen),Head of Government (Yemen),Yemen,17221799,1
8482,111.0,Asylum Seeker (Belgium),Unspecified Actor,Belgium,17221817,1
8483,111.0,Citizen (Belgium),Unspecified Actor,Belgium,17221818,1
8484,111.0,Protester (Libya),Libyan Armed Forces,Libya,17221826,1
8517,111.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17221974,1
8518,111.0,Protester (Libya),Unspecified Actor,Libya,17221977,1
8455,111.0,Citizen (Iraq),Unspecified Actor,Iraq,17221600,1
8456,111.0,Protester (Iraq),Military Personnel - Special (Iraq),Iraq,17221601,1
8457,111.0,Protester (Bahrain),Police (Bahrain),Bahrain,17221670,1
8458,111.0,Protester (Iran),Police (Iran),Iran,17221672,1
8459,111.0,Citizen (Kuwait),Unspecified Actor,Kuwait,17221678,1
8460,111.0,Protester (Kuwait),Unspecified Actor,Kuwait,17221679,1
8493,111.0,Citizen (China),Unspecified Actor,China,17221859,1
8494,111.0,Citizen (Morocco),Unspecified Actor,Morocco,17221860,1
8495,111.0,Citizen (Bahrain),Government (Bahrain),Bahrain,17221863,1
8496,111.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17221866,1
8497,111.0,Citizen (Tunisia),Mohamed Ghannouchi,Tunisia,17221868,1
8498,111.0,Protester (Tunisia),Unspecified Actor,Tunisia,17221869,1
8499,111.0,Protester (Tunisia),Unspecified Actor,Tunisia,17221870,1
8500,111.0,Protester (Morocco),Unspecified Actor,Morocco,17221896,1
8533,111.0,Protester (Iran),Unspecified Actor,Iran,17222047,1
8534,111.0,Protester (Iran),Military Personnel - Special (Iran),Iran,17222048,1
8471,111.0,Citizen (United States),Unspecified Actor,United States,17221743,1
8472,111.0,Citizen (Morocco),Unspecified Actor,Morocco,17221749,1
8473,111.0,Citizen (Morocco),Unspecified Actor,Morocco,17221750,1
8474,111.0,Employee (Bahrain),Health Ministry (Bahrain),Bahrain,17221754,1
8475,111.0,People Associated with the Opposition (Bahrain),Unspecified Actor,Bahrain,17221755,1
8476,111.0,Student (Yemen),Unspecified Actor,Yemen,17221760,1
8509,111.0,Citizen (Egypt),Unspecified Actor,Egypt,17221961,1
8510,111.0,Men (Senegal),Unspecified Actor,Senegal,17221962,1
8511,111.0,Citizen (Saudi Arabia),Unspecified Actor,Saudi Arabia,17221963,1
8512,111.0,Protester (Yemen),Unspecified Actor,Yemen,17221968,1
8513,111.0,Citizen (Yemen),Unspecified Actor,Yemen,17221969,1
8514,111.0,Protester (Morocco),Royal Administration (Morocco),Morocco,17221971,1
8515,111.0,Citizen (Morocco),Unspecified Actor,Morocco,17221972,1
8516,111.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17221973,1
8549,111.0,Student (Iraq),Unspecified Actor,Iraq,17215020,1
8550,111.0,Citizen (Iran),Unspecified Actor,Iran,17215049,1
8487,111.0,Citizen (Kuwait),Unspecified Actor,Kuwait,17221834,1
8488,111.0,Protester (Kuwait),Police (Kuwait),Kuwait,17221835,1
8489,111.0,Protester (Iraq),Unspecified Actor,Iraq,17221843,1
8490,111.0,Protester (Morocco),Unspecified Actor,Morocco,17221844,1
8491,111.0,Protester (Libya),Unspecified Actor,Libya,17221848,1
8492,111.0,Protester (Libya),Unspecified Actor,Libya,17221854,1
8525,111.0,Citizen (United States),Unspecified Actor,United States,17222005,1
8526,111.0,Activist (France),Foreign Affairs (France),France,17222009,1
8527,111.0,Protester (United States),Unspecified Actor,United States,17222011,1
8528,111.0,Protester (Libya),Libyan Armed Forces,Libya,17222026,1
8529,111.0,Citizen (Bahrain),Unspecified Actor,Bahrain,17222033,1
8530,111.0,Protester (Iran),Unspecified Actor,Iran,17222038,1
8531,111.0,Protester (Iran),Military Personnel - Special (Iran),Iran,17222039,1
8532,111.0,Protester (Bahrain),Government (Bahrain),Bahrain,17222046,1
8469,111.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17221735,1
8470,111.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17221736,1
8407,111.0,Labor Union (United States),Unspecified Actor,United States,17221145,1
8408,111.0,Protester (Libya),Libyan Armed Forces,Libya,17221186,1
8409,111.0,Citizen (Jordan),Unspecified Actor,Jordan,17221197,1
8410,111.0,Activist (Jordan),Unspecified Actor,Jordan,17221213,1
8411,111.0,Protester (Bahrain),Unspecified Actor,Bahrain,17221238,1
8412,111.0,Protester (Yemen),Unspecified Actor,Yemen,17221256,1
8445,111.0,Citizen (Iran),Unspecified Actor,Iran,17221556,1
8446,111.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17221558,1
8447,111.0,Citizen (Libya),Head of Government (Libya),Libya,17221559,1
8448,111.0,Citizen (Morocco),Unspecified Actor,Morocco,17221565,1
8449,111.0,Citizen (Morocco),Unspecified Actor,Morocco,17221566,1
8450,111.0,Citizen (Morocco),Unspecified Actor,Morocco,17221570,1
8451,111.0,Citizen (Morocco),Unspecified Actor,Morocco,17221571,1
8452,111.0,Citizen (Thailand),Unspecified Actor,Thailand,17221575,1
8503,111.0,Protester (Algeria),Royal Administration (Algeria),Algeria,17221913,1
8504,111.0,Protester (Algeria),Police (Algeria),Algeria,17221911,1
8505,111.0,Citizen (Morocco),Royal Administration (Algeria),Morocco,17221914,1
8506,111.0,Citizen (Morocco),Police (Algeria),Morocco,17221912,1
8507,111.0,Protester (Tunisia),Unspecified Actor,Tunisia,17221917,1
8508,111.0,Protester (Tunisia),Military Personnel - Special (Tunisia),Tunisia,17221940,1
8541,111.0,Protester (India),Police (India),India,17214957,1
8542,111.0,Citizen (India),Unspecified Actor,India,17214963,1
8543,111.0,Villager (India),Unspecified Actor,India,17214964,1
8544,111.0,Men (Pakistan),Unspecified Actor,Pakistan,17214990,1
8545,111.0,Protester (India),Unspecified Actor,India,17214993,1
8546,111.0,Activist (United States),Unspecified Actor,United States,17215009,1
8547,111.0,Employee (United States),Unspecified Actor,United States,17215008,1
8548,111.0,Student (Iraq),Unspecified Actor,Iraq,17215019,1
8557,111.0,Citizen (Tunisia),Priest (Tunisia),Tunisia,17221089,1
8558,111.0,Protester (Bahrain),Unspecified Actor,Bahrain,17221091,1
8559,111.0,"Citizen (Palestinian Territory, Occupied)",United States,Occupied Palestinian Territory,17221094,1
8560,111.0,Protester (Yemen),Unspecified Actor,Yemen,17221095,1
8561,111.0,Protester (Egypt),Unspecified Actor,Egypt,17221113,1
8562,111.0,Citizen (Libya),Unspecified Actor,Libya,17221121,1
8563,111.0,Protester (Libya),Unspecified Actor,Libya,17221122,1
8564,111.0,Citizen (Morocco),Unspecified Actor,Morocco,17221124,1
8453,111.0,Protester (Bahrain),Police (Bahrain),Bahrain,17221578,1
8454,111.0,Student (Yemen),Yemen,Yemen,17221598,1
8429,111.0,Protester (Algeria),Police (Algeria),Algeria,17221433,1
8430,111.0,"Citizen (Palestinian Territory, Occupied)",United States,Occupied Palestinian Territory,17221467,1
8431,111.0,Protester (Yemen),Police (Yemen),Yemen,17221473,1
8432,111.0,Protester (Yemen),Unspecified Actor,Yemen,17221470,1
8433,111.0,Protester (Yemen),Government (Yemen),Yemen,17221471,1
8434,111.0,Protester (Iran),Police (Iran),Iran,17221476,1
8435,111.0,Protester (Iran),Police (Iran),Iran,17221489,1
8436,111.0,"Citizen (Palestinian Territory, Occupied)",United States,Occupied Palestinian Territory,17221513,1
8555,111.0,"Citizen (Palestinian Territory, Occupied)",Barack Obama,Occupied Palestinian Territory,17221078,1
8556,111.0,Protester (Yemen),Unspecified Actor,Yemen,17221084,1
8535,111.0,Citizen (Egypt),Unspecified Actor,Egypt,17222051,1
8536,111.0,Protester (United States),Unspecified Actor,United States,17222063,1
8537,111.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,17222067,1
8538,111.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17222071,1
8539,111.0,Employee (Egypt),Unspecified Actor,Egypt,17222074,1
8540,111.0,"Citizen (Palestinian Territory, Occupied)",Government (United States),Occupied Palestinian Territory,17222083,1
8519,111.0,Protester (Libya),Unspecified Actor,Libya,17221978,1
8520,111.0,Citizen (Libya),Unspecified Actor,Libya,17221981,1
8521,111.0,Citizen (Egypt),Unspecified Actor,Egypt,17221985,1
8522,111.0,Protester (Libya),Police (Libya),Libya,17221999,1
8523,111.0,Protester (Libya),Unspecified Actor,Libya,17221998,1
8524,111.0,Protester (Libya),Muammar al-Qaddafi,Libya,17222002,1
8437,111.0,Citizen (Albania),Unspecified Actor,Albania,17221521,1
8438,111.0,Student (Iraq),Unspecified Actor,Iraq,17221527,1
8413,111.0,"Citizen (Palestinian Territory, Occupied)",United States,Occupied Palestinian Territory,17221262,1
8414,111.0,Citizen (United States),Unspecified Actor,United States,17221276,1
8415,111.0,Protester (Kuwait),Police (Kuwait),Kuwait,17221306,1
8416,111.0,Protester (Libya),Libya,Libya,17221323,1
8417,111.0,Protester (Algeria),Police (Algeria),Algeria,17221329,1
8418,111.0,Protester (Libya),Unspecified Actor,Libya,17221334,1
8419,111.0,Employee (Bahrain),Unspecified Actor,Bahrain,17221336,1
8420,111.0,Protester (Yemen),Yemeni Armed Forces,Yemen,17221344,1
8421,111.0,Citizen (Yemen),Unspecified Actor,Yemen,17221343,1
8422,111.0,Citizen (Iraq),Unspecified Actor,Iraq,17221346,1
8551,111.0,Civic Group (India),Unspecified Actor,India,17215132,1
8552,111.0,Citizen (Tunisia),Mohamed Ghannouchi,Tunisia,17215140,1
8553,111.0,Citizen (Morocco),Unspecified Actor,Morocco,17221074,1
8554,111.0,"Citizen (Palestinian Territory, Occupied)",United States,Occupied Palestinian Territory,17221076,1
8406,111.0,Protester (Bahrain),Unspecified Actor,Bahrain,17221136,1
8567,112.0,Citizen (Libya),Unspecified Actor,Libya,17224416,1
8568,112.0,Citizen (Somalia),Unspecified Actor,Somalia,17224504,1
8569,112.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17224514,1
8570,112.0,Protester (Libya),Unspecified Actor,Libya,17224522,1
8571,112.0,Foreign Affairs (Libya),Muammar al-Qaddafi,Libya,17224585,1
8572,112.0,People Associated with the Opposition (Bahrain),Unspecified Actor,Bahrain,17224587,1
8605,112.0,Protester (Somalia),Head of Government (Somalia),Somalia,17225082,1
8606,112.0,Protester (Somalia),Unspecified Actor,Somalia,17225081,1
8607,112.0,Protester (Libya),Government (Libya),Libya,17225100,1
8608,112.0,Protester (Egypt),Foreign Affairs (Libya),Egypt,17225158,1
8609,112.0,People Associated with the Opposition (Bahrain),Unspecified Actor,Bahrain,17225193,1
8610,112.0,Protester (Morocco),Morocco,Morocco,17225198,1
8611,112.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17225231,1
8612,112.0,Protester (Libya),Unspecified Actor,Libya,17225230,1
8645,112.0,Protester (Yemen),Police (Yemen),Yemen,17230497,1
8646,112.0,Labor Union (United States),Unspecified Actor,United States,17230503,1
8583,112.0,Citizen (Morocco),Unspecified Actor,Morocco,17224753,1
8584,112.0,Activist (Libya),Police (Libya),Libya,17224765,1
8585,112.0,Citizen (Morocco),Unspecified Actor,Morocco,17224780,1
8586,112.0,Protester (Iran),Unspecified Actor,Iran,17224834,1
8587,112.0,Protester (Bahrain),Unspecified Actor,Bahrain,17224837,1
8588,112.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17224863,1
8621,112.0,Citizen (Yemen),Unspecified Actor,Yemen,17225383,1
8622,112.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17230188,1
8623,112.0,Activist (Libya),Military Personnel - Special (Libya),Libya,17230189,1
8624,112.0,Citizen (Libya),Unspecified Actor,Libya,17230203,1
8625,112.0,People's Alliance for Democracy,Unspecified Actor,Thailand,17230222,1
8626,112.0,Protester (Bahrain),Unspecified Actor,Bahrain,17230244,1
8627,112.0,Protester (Egypt),Unspecified Actor,Egypt,17230269,1
8628,112.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17230287,1
8661,112.0,Protester (Yemen),Unspecified Actor,Yemen,17230657,1
8662,112.0,Protester (Yemen),Unspecified Actor,Yemen,17230658,1
8599,112.0,Citizen (Russia),Unspecified Actor,Russian Federation,17225028,1
8600,112.0,Activist (Egypt),Unspecified Actor,Egypt,17225030,1
8601,112.0,Foreign Affairs (Libya),Government (Libya),Libya,17225053,1
8602,112.0,Protester (Yemen),Unspecified Actor,Yemen,17225073,1
8603,112.0,Citizen (Somalia),Unspecified Actor,Somalia,17225079,1
8604,112.0,Citizen (Somalia),Unspecified Actor,Somalia,17225080,1
8637,112.0,Protester (Djibouti),Head of Government (Djibouti),Djibouti,17230395,1
8638,112.0,Protester (Morocco),Royal Administration (Morocco),Morocco,17230421,1
8639,112.0,Protester (Libya),Unspecified Actor,Libya,17230438,1
8640,112.0,Protester (Iraq),Unspecified Actor,Iraq,17230442,1
8641,112.0,Protester (Yemen),Government (Yemen),Yemen,17230459,1
8642,112.0,Protester (Libya),Muammar al-Qaddafi,Libya,17230471,1
8643,112.0,Protester (Libya),Unspecified Actor,Libya,17230492,1
8644,112.0,Main Opposition (Yemen),Ali Abdullah Saleh,Yemen,17230496,1
8677,112.0,Citizen (Morocco),Royal Administration (Morocco),Morocco,17230783,1
8678,112.0,Main Opposition (Yemen),Ali Abdullah Saleh,Yemen,17230790,1
8615,112.0,Protester (Iran),Unspecified Actor,Iran,17225234,1
8616,112.0,Citizen (Morocco),Unspecified Actor,Morocco,17225309,1
8617,112.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17225311,1
8618,112.0,Protester (Libya),Police (Libya),Libya,17225323,1
8619,112.0,Citizen (Yemen),Ali Abdullah Saleh,Yemen,17225381,1
8620,112.0,Protester (Yemen),Unspecified Actor,Yemen,17225382,1
8653,112.0,Protester (Libya),Libya,Libya,17230561,1
8654,112.0,Citizen (Egypt),Muammar al-Qaddafi,Egypt,17230586,1
8655,112.0,Citizen (Egypt),Foreign Affairs (Libya),Egypt,17230587,1
8656,112.0,Citizen (Libya),Foreign Affairs (Libya),Libya,17230588,1
8657,112.0,Student (Algeria),Unspecified Actor,Algeria,17230596,1
8658,112.0,Protester (Libya),Libya,Libya,17230620,1
8659,112.0,Protester (Bahrain),Unspecified Actor,Bahrain,17230627,1
8660,112.0,Protester (Egypt),Unspecified Actor,Egypt,17230645,1
8693,112.0,Protester (Libya),Muammar al-Qaddafi,Libya,17230948,1
8694,112.0,Protester (Libya),Libya,Libya,17230951,1
8631,112.0,Citizen (Tunisia),Muammar al-Qaddafi,Tunisia,17230329,1
8632,112.0,Protester (Egypt),Hosni Mubarak,Egypt,17230356,1
8633,112.0,Citizen (Libya),Military Personnel (Libya),Libya,17230369,1
8634,112.0,Protester (Libya),Libyan Armed Forces,Libya,17230370,1
8635,112.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17230377,1
8636,112.0,Opposition Supporter (Djibouti),Unspecified Actor,Djibouti,17230394,1
8669,112.0,Citizen (India),Unspecified Actor,India,17230757,1
8670,112.0,Protester (India),Unspecified Actor,India,17230758,1
8671,112.0,Citizen (India),Unspecified Actor,India,17230759,1
8672,112.0,Protester (India),Unspecified Actor,India,17230760,1
8673,112.0,Citizen (United States),Unspecified Actor,United States,17230763,1
8674,112.0,Protester (Egypt),Unspecified Actor,Egypt,17230771,1
8675,112.0,Citizen (Libya),Unspecified Actor,Libya,17230774,1
8676,112.0,Citizen (United States),Unspecified Actor,United States,17230779,1
8709,112.0,Citizen (Bahrain),Government (Bahrain),Bahrain,17231078,1
8710,112.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17231084,1
8647,112.0,Protester (Bahrain),Unspecified Actor,Bahrain,17230507,1
8648,112.0,Protester (Libya),Libya,Libya,17230536,1
8649,112.0,Protester (Libya),Libya,Libya,17230539,1
8650,112.0,Protester (Libya),Government (Libya),Libya,17230540,1
8651,112.0,Protester (Libya),Muammar al-Qaddafi,Libya,17230541,1
8652,112.0,Protester (Libya),Unspecified Actor,Libya,17230551,1
8685,112.0,Protester (Libya),Government (Libya),Libya,17230860,1
8686,112.0,Citizen (Yemen),Government (Yemen),Yemen,17230865,1
8687,112.0,Protester (Libya),Unspecified Actor,Libya,17230878,1
8688,112.0,Protester (Yemen),Unspecified Actor,Yemen,17230925,1
8689,112.0,Protester (Libya),Libya,Libya,17230938,1
8690,112.0,Protester (Libya),Government (Libya),Libya,17230939,1
8691,112.0,Protester (Libya),Muammar al-Qaddafi,Libya,17230940,1
8692,112.0,Citizen (Algeria),Student (Algeria),Algeria,17230941,1
8725,112.0,Protester (Yemen),Unspecified Actor,Yemen,17231292,1
8726,112.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17231297,1
8663,112.0,Citizen (Yemen),Unspecified Actor,Yemen,17230659,1
8664,112.0,Protester (Bahrain),Unspecified Actor,Bahrain,17230666,1
8665,112.0,Citizen (Bahrain),Unspecified Actor,Bahrain,17230667,1
8666,112.0,Citizen (Libya),Unspecified Actor,Libya,17230674,1
8667,112.0,Citizen (Yemen),Ali Abdullah Saleh,Yemen,17230687,1
8668,112.0,Protester (Somalia),Military (Somalia),Somalia,17230738,1
8701,112.0,Democracy Activist (Egypt),Unspecified Actor,Egypt,17231004,1
8702,112.0,Citizen (Bahrain),Unspecified Actor,Bahrain,17231016,1
8703,112.0,Protester (Bahrain),Unspecified Actor,Bahrain,17231017,1
8704,112.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17231025,1
8705,112.0,Employee (United States),Unspecified Actor,United States,17231027,1
8706,112.0,Citizen (Iran),Unspecified Actor,Iran,17231033,1
8707,112.0,Citizen (Morocco),Unspecified Actor,Morocco,17231051,1
8708,112.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17231074,1
8741,112.0,Farm Worker (India),Unspecified Actor,India,17222341,1
8742,112.0,Children (Nigeria),Police (Nigeria),Nigeria,17222355,1
8679,112.0,Protester (Yemen),Unspecified Actor,Yemen,17230791,1
8680,112.0,Protester (Yemen),Police (Yemen),Yemen,17230792,1
8681,112.0,Citizen (Yemen),Unspecified Actor,Yemen,17230811,1
8682,112.0,Citizen (Libya),Libyan Armed Forces,Libya,17230823,1
8683,112.0,Citizen (Morocco),Unspecified Actor,Morocco,17230844,1
8684,112.0,Protester (Libya),Libya,Libya,17230861,1
8717,112.0,Citizen (Russia),Unspecified Actor,Russian Federation,17231235,1
